Type	ECNumber	Substrate	EnzymeType	PubMedID	Organism	UniprotID	Value	Unit
kcat	1.10.3.2	Syringaldazine	wildtype	24877646	Trametes sp. C30	Q6TH77	386.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	24877646	Trametes sp. C30	Q6TH77	290.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	24877646	Trametes sp. C30	Q6TH77	445.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	24877646	Trametes sp. C30	Q6TH77	170.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	24877646	Trametes sp. C30	Q6TH77	113.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	31142180	Bacillus sp. LS03	H8WGE3	6.3	s^(-1)
kcat	1.10.3.2	Syringaldazine	T232P/Q367R	31142180	Bacillus sp. LS03	H8WGE3	7.6	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	31890646	Alcaligenes faecalis		1375.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	31890646	Alcaligenes faecalis		1243.75	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	31890646	Alcaligenes faecalis		843.75	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	21266052	Bacillus pumilus		291.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	21266052	Bacillus pumilus		11.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	27059481	Bacillus sp. SL-1	A0A165W3F6	24.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	27059481	Bacillus sp. SL-1	A0A165W3F6	23.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Galerina sp. DSM 22662	P86351	592.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Galerina sp. DSM 22662	P86351	1.51	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	23815400	Streptomyces coelicolor	Q9XAL8	7.7	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	S292A	23815400	Streptomyces coelicolor	Q9XAL8	11.1	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	S292A	23815400	Streptomyces coelicolor	Q9XAL8	0.93	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	23815400	Streptomyces coelicolor	Q9XAL8	4.0	s^(-1)
kcat	1.10.3.2	Quercetin	wildtype	23815400	Streptomyces coelicolor	Q9XAL8	6.9	s^(-1)
kcat	1.10.3.2	Morin	wildtype	23815400	Streptomyces coelicolor	Q9XAL8	5.3	s^(-1)
kcat	1.10.3.2	Morin	S292A	23815400	Streptomyces coelicolor	Q9XAL8	4.0	s^(-1)
kcat	1.10.3.2	Myricetin	wildtype	23815400	Streptomyces coelicolor	Q9XAL8	8.1	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Bacillus subtilis	H8WGE2	6.9	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Bacillus subtilis	H8WGE2	14.4	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Klebsiella pneumoniae		1.02	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Klebsiella pneumoniae		2.93	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	30756202	Thermus sp.	A0A0B0SEJ6	1.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	30756202	Thermus sp.	A0A0B0SEJ6	11.6	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Bacillus licheniformis		1.99	s^(-1)
kcat	1.10.3.2	3,3'-Dimethylbenzidine	wildtype		Pseudomonas sp. LBC1		0.04516667	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Bacillus sp.		309.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Bacillus sp.		51.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	25192855	Carica papaya		0.004833333	s^(-1)
kcat	1.10.3.2	Catechol	wildtype	25192855	Carica papaya		0.0165	s^(-1)
kcat	1.10.3.2	Hydroquinone	wildtype	25192855	Carica papaya		0.05116667	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	30964606	Thermus thermophilus	F6DF14	5.98	s^(-1)
kcat	1.10.3.2	Guaiacol	M460A	30964606	Thermus thermophilus	F6DF14	3.74	s^(-1)
kcat	1.10.3.2	Guaiacol	M460F	30964606	Thermus thermophilus	F6DF14	2.07	s^(-1)
kcat	1.10.3.2	Guaiacol	M460L	30964606	Thermus thermophilus	F6DF14	0.26	s^(-1)
kcat	1.10.3.2	Guaiacol	M460H	30964606	Thermus thermophilus	F6DF14	0.00335	s^(-1)
kcat	1.10.3.2	Guaiacol	M460Q	30964606	Thermus thermophilus	F6DF14	3.18	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	30568647	unknown prokaryotic organism	A0A0H4CVT8	9.43	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	30568647	unknown prokaryotic organism	A0A0H4CVT8	34.39	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	30568647	unknown prokaryotic organism	A0A0H4CVT8	1.34	s^(-1)
kcat	1.10.3.2	Catechol	wildtype	30568647	unknown prokaryotic organism	A0A0H4CVT8	13.99	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	30568647	unknown prokaryotic organism	A0A0H4CVT8	24.13	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	19440979	Streptomyces ipomoeae	A3QVH2	9.99	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	19440979	Streptomyces ipomoeae	A3QVH2	4.2	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	19966030	Halobacterium volcanii	D4GPK6	10.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	19966030	Halobacterium volcanii	D4GPK6	21.7	s^(-1)
kcat	1.10.3.2	1-(3-Methoxy-4-hydroxy)-2-(2-methoxyphenoxy)-1,3-dihydroxypropane	wildtype	24870309	Streptomyces coelicolor	Q9XAL8	0.4333333	s^(-1)
kcat	1.10.3.2	1-(3-Methoxy-4-hydroxy)-2-(2-methoxyphenoxy)-1,3-dihydroxypropane	wildtype	24870309	Streptomyces lividans	D6EFA0	0.4833333	s^(-1)
kcat	1.10.3.2	1-(3-Methoxy-4-hydroxy)-2-(2-methoxyphenoxy)-1,3-dihydroxypropane	wildtype	24870309	Streptomyces viridosporus	J9PBR2	0.65	s^(-1)
kcat	1.10.3.2	1-(3-Methoxy-4-hydroxy)-2-(2-methoxyphenoxy)-1,3-dihydroxypropane	wildtype	24870309	Amycolatopsis sp.	J9PBQ8	0.1666667	s^(-1)
kcat	1.10.3.2	Potassium ferrocyanide	wildtype	9693088	Trametes hirsuta	B2L9C1	403.8	s^(-1)
kcat	1.10.3.2	Catechol	wildtype	9693088	Trametes hirsuta	B2L9C1	403.3	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	9693088	Trametes hirsuta	B2L9C1	423.5	s^(-1)
kcat	1.10.3.2	Hydroquinone	wildtype	9693088	Trametes hirsuta	B2L9C1	455.4	s^(-1)
kcat	1.10.3.2	Eugenol	wildtype	9693088	Trametes hirsuta	B2L9C1	427.8	s^(-1)
kcat	1.10.3.2	Sinapate	wildtype	9693088	Trametes hirsuta	B2L9C1	577.8	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	24915287	Bacillus clausii	Q5WEM6	4.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	24915287	Bacillus subtilis	P07788	6.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	20200715	Bacillus subtilis	P07788	251.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E498D	20200715	Bacillus subtilis	P07788	16.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E498T	20200715	Bacillus subtilis	P07788	1.7	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E498L	20200715	Bacillus subtilis	P07788	0.09	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	20200715	Bacillus subtilis	P07788	36.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	E498D	20200715	Bacillus subtilis	P07788	1.3	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	E498T	20200715	Bacillus subtilis	P07788	0.05	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	E498L	20200715	Bacillus subtilis	P07788	0.006	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	20617743	Aeromonas hydrophila	D5FL31	81.98	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	20617743	Aeromonas hydrophila	D5FL31	205.99	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	22410485	Bacillus pumilus		391.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	22410485	Bacillus pumilus		116.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	22410485	Bacillus pumilus		57.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	22112616	Bacillus sp. HR03	B9W2C5	20.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	E188K	22112616	Bacillus sp. HR03	B9W2C5	14.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	E188R	22112616	Bacillus sp. HR03	B9W2C5	60.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	E188A	22112616	Bacillus sp. HR03	B9W2C5	18.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	21624144	Klebsiella sp. 601	B0FMT2	37800.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	E106F	21624144	Klebsiella sp. 601	B0FMT2	37480.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	21624144	Klebsiella sp. 601	B0FMT2	68409.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E106F	21624144	Klebsiella sp. 601	B0FMT2	32595.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	21624144	Klebsiella sp. 601	B0FMT2	10.8	s^(-1)
kcat	1.10.3.2	Syringaldazine	E106F	21624144	Klebsiella sp. 601	B0FMT2	2.43	s^(-1)
kcat	1.10.3.2	Cu+	wildtype	22127520	Campylobacter jejuni	A0A0H3PBA4	17.3	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	22127520	Campylobacter jejuni	A0A0H3PBA4	7.766667	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	22127520	Campylobacter jejuni	A0A0H3PBA4	0.1666667	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	22127520	Campylobacter jejuni	A0A0H3PBA4	0.01166667	s^(-1)
kcat	1.10.3.2	O2	wildtype	22127520	Campylobacter jejuni	A0A0H3PBA4	4.116667	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	25820450	Streptomyces griseorubens		461.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	25820450	Streptomyces griseorubens		0.05816667	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	25820450	Streptomyces griseorubens		0.3366667	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	25435502	Streptomyces coelicolor	Q9XAL8	8.217	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	M298F	25435502	Streptomyces coelicolor	Q9XAL8	1.573	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	V290A	25435502	Streptomyces coelicolor	Q9XAL8	4.807	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	V290N	25435502	Streptomyces coelicolor	Q9XAL8	4.45	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	25435502	Streptomyces coelicolor	Q9XAL8	9.495	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	M298F	25435502	Streptomyces coelicolor	Q9XAL8	2.095	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	V290A	25435502	Streptomyces coelicolor	Q9XAL8	11.333	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	V290N	25435502	Streptomyces coelicolor	Q9XAL8	13.227	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	25778839	Streptomyces viridochromogenes	J9S5G3	8.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	25778839	Streptomyces viridochromogenes	J9S5G3	1.9	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	25778839	Streptomyces viridochromogenes	J9S5G3	0.2	s^(-1)
kcat	1.10.3.2	Potassium ferrocyanide	wildtype	25778839	Streptomyces viridochromogenes	J9S5G3	34.4	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	24910971	Corynebacterium glutamicum	Q8NLH5	1.606667	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	24910971	Corynebacterium glutamicum	Q8NLH5	0.22	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	24910971	Corynebacterium glutamicum	Q8NLH5	1.92	s^(-1)
kcat	1.10.3.2	Cu+	wildtype	24910971	Corynebacterium glutamicum	Q8NLH5	0.04	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	25036001	unknown prokaryotic organism	E1ACR6	1.35	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	25036001	unknown prokaryotic organism	E1ACR6	1.39	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	25790466	Thermus thermophilus	F6DF14	1.001	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	25790466	Thermus thermophilus	F6DF14	4.345	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	25790466	Thermus thermophilus	F6DF14	0.365	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	25790466	Thermus thermophilus	F6DF14	0.13	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	26062535	Bacillus subtilis	H8WGE7	15.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	26062535	Bacillus subtilis	H8WGE7	7.6	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	26062535	Bacillus subtilis	H8WGE7	0.87	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Bacillus amyloliquefaciens	H8WGE8	50.1	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	D501G		Bacillus amyloliquefaciens	H8WGE8	117.2	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Escherichia coli	P36649	31.7	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	G276R		Escherichia coli	P36649	60.8	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	G276K		Escherichia coli	P36649	63.1	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	G276Y		Escherichia coli	P36649	38.3	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	G276N		Escherichia coli	P36649	35.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	D500G		Bacillus licheniformis	H8WGE4	6.7	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Thermobaculum terrenum	D1CEU4	2.133	s^(-1)
kcat	1.10.3.2	1,8-Diaminonaphthalene	wildtype		Thermobaculum terrenum	D1CEU4	0.295	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Thermobaculum terrenum	D1CEU4	0.175	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	12473107	Trametes sp. C30	Q9UVQ5	30.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	12473107	Trametes sp. C30	Q8NID5	1093.333	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	12473107	Trametes sp. C30	Q9UVQ5	38.33333	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype	12473107	Trametes sp. C30	Q8NID5	1261.333	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	12473107	Trametes sp. C30	Q9UVQ5	55.83333	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	12473107	Trametes sp. C30	Q8NID5	683.3333	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Meiothermus ruber	D3PLX1	5.416667	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Meiothermus ruber	D3PLX1	1.916667	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Meiothermus ruber	D3PLX1	1.766667	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Bacillus amyloliquefaciens		3.72	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	T317N/L386Y		Bacillus amyloliquefaciens		5.31	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	T317N/L386Y/S427E		Bacillus amyloliquefaciens		4.85	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	T317N/L386Y/A110E		Bacillus amyloliquefaciens		3.4	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	T317N/L386Y/S427E/A110E		Bacillus amyloliquefaciens		2.91	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype		Bacillus subtilis		60.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Corynebacterium efficiens		77.17	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Enterobacter ludwigii		148.67	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Escherichia coli	P36649	8.666667	s^(-1)
kcat	1.10.3.2	3,3',5,5'-Tetramethylbenzidine	wildtype		Escherichia coli	P36649	3.9	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Escherichia coli	P36649	0.02866667	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	31759024	Bacillus amyloliquefaciens	A0A6C0GY11	4.8	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Klebsiella pneumoniae	L0N455	300.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Klebsiella pneumoniae	L0N455	0.68	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Kocuria sp.		124.5	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Shigella dysenteriae		18.2	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E106F		Shigella dysenteriae		36.5	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E106F		Shigella dysenteriae		50.9	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	32443277	Bacillus sp.	A0A1L2YVJ3	22.8	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	32443277	Bacillus sp.	A0A1L2YVJ3	77.9	s^(-1)
kcat	1.10.3.2	Potassium ferrocyanide	wildtype		Streptomyces anulatus		29.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Streptomyces anulatus		6.3	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Streptomyces anulatus		1.42	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype		Streptomyces anulatus		0.15	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Alkalihalobacillus ligniniphilus		1378.09	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Alkalihalobacillus ligniniphilus		6939.89	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Alkalihalobacillus ligniniphilus		145.2	s^(-1)
kcat	1.10.3.2	Guaiacol	wildtype		Alkalihalobacillus ligniniphilus		2184.2	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Bacillus licheniformis		103.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Bacillus licheniformis		103.1	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Aquifex aeolicus		2.2	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	F55S/F17S/V19A/P58S/Y172C/I199T/R465G/K245R/I441L/M449T		Aquifex aeolicus		211.0	s^(-1)
kcat	1.10.3.2	Cu+	wildtype		Aquifex aeolicus		2.3	s^(-1)
kcat	1.10.3.2	Cu+	F55S/F17S/V19A/P58S/Y172C/I199T/R465G/K245R/I441L/M449T		Aquifex aeolicus		5.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	F55S/F17S/V19A/P58S/Y172C/I199T/R465G/K245R/I441L/M449T		Aquifex aeolicus		0.04	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype	18330561	Bacillus licheniformis	Q65MU7	83.0	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	18330561	Bacillus licheniformis	Q65MU7	100.0	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype	18330561	Bacillus licheniformis	Q65MU7	28.0	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Bacillus sp. HR03	B9W2C5	45.8	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E188A		Bacillus sp. HR03	B9W2C5	42.2	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E188I		Bacillus sp. HR03	B9W2C5	102.8	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E188K		Bacillus sp. HR03	B9W2C5	43.5	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E188L		Bacillus sp. HR03	B9W2C5	86.4	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E188R		Bacillus sp. HR03	B9W2C5	98.2	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	E188V		Bacillus sp. HR03	B9W2C5	99.5	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype	31536948	Streptomyces sviceus	B5HSR1	0.3166667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M295A	31536948	Streptomyces sviceus	B5HSR1	0.001666667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M295T	31536948	Streptomyces sviceus	B5HSR1	0.005	s^(-1)
kcat	1.10.3.2	Syringaldazine	M295Y	31536948	Streptomyces sviceus	B5HSR1	0.06166667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M295V	31536948	Streptomyces sviceus	B5HSR1	0.1266667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M295F	31536948	Streptomyces sviceus	B5HSR1	0.08166667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M295L	31536948	Streptomyces sviceus	B5HSR1	0.2166667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M295I	31536948	Streptomyces sviceus	B5HSR1	0.125	s^(-1)
kcat	1.10.3.2	Syringaldazine	M293G/M295L	31536948	Streptomyces sviceus	B5HSR1	0.04666667	s^(-1)
kcat	1.10.3.2	Syringaldazine	V287N	31536948	Streptomyces sviceus	B5HSR1	0.06166667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M195A/M293G/M295L	31536948	Streptomyces sviceus	B5HSR1	0.1233333	s^(-1)
kcat	1.10.3.2	Syringaldazine	M195A/V287N/M293G/M295L	31536948	Streptomyces sviceus	B5HSR1	6.666667e-05	s^(-1)
kcat	1.10.3.2	Syringaldazine	M293G	31536948	Streptomyces sviceus	B5HSR1	0.2166667	s^(-1)
kcat	1.10.3.2	Syringaldazine	M195A	31536948	Streptomyces sviceus	B5HSR1	0.2666667	s^(-1)
kcat	1.10.3.2	2,6-Dimethoxyphenol	wildtype		Ochrobactrum sp. 531	E2GIP7	7.94	s^(-1)
kcat	1.10.3.2	2,2'-Azino-bis(3-ethylbenzthiazoline-6-sulfonic acid)	wildtype		Ochrobactrum sp. 531	E2GIP7	2.95	s^(-1)
kcat	1.10.3.2	Syringaldazine	wildtype		Ochrobactrum sp. 531	E2GIP7	2.4	s^(-1)
